fiyat;marka;seri;model;yil;km;vites;yakit;kasa;renk;motorHacmi;motorGucu;cekis;yakitTuketimi;yakitDeposu;boyaDegisen;takas;kimden
1.365.000 TL;Audi;A3;A3 Sportback 30 TDI Sport;2019;84.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;116 hp;Önden Çekiş;4 lt;50 lt;Belirtilmemiş;Takasa Uygun Değil;Galeriden
1.189.750 TL;Audi;A3;A3 Sedan 1.6 TDI Dynamic;2017;106.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;116 hp;Önden Çekiş;3,9 lt;50 lt;Belirtilmemiş;Takasa Uygun;Galeriden
638.000 TL;Audi;A3;A3 Sportback 1.4 TFSI;2008;100.000 km;Yarı Otomatik;Benzin;Hatchback/3;Füme;1390 cc;125 hp;Önden Çekiş;6,5 lt;55 lt;1 değişen, 4 boyalı;Takasa Uygun;Galeriden
1.100.000 TL;Audi;A3;A3 Sportback 1.4 TFSI Attraction;2015;11.300 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;1395 cc;125 hp;Önden Çekiş;4,9 lt;50 lt;4 değişen, 3 boyalı;Takasa Uygun Değil;Sahibinden
520.000 TL;Audi;A3;A3 Sportback 1.6 Ambition;2006;220.000 km;Otomatik;LPG & Benzin;Hatchback/5;Füme;-;-;-;Belirtilmemiş;-;-;Takasa Uygun Değil;Sahibinden
949.950 TL;Audi;A3;A3 Sportback 1.6 Attraction;2013;240.000 km;Otomatik;Dizel;Hatchback/3;Beyaz;1598 cc;103 hp;Önden Çekiş;-;-;2 boyalı;Takasa Uygun Değil;Galeriden
1.490.000 TL;Audi;A3;A3 Sedan 1.6 TDI Design Line;2017;57.000 km;Yarı Otomatik;Dizel;Sedan;Füme;1598 cc;110 hp;Önden Çekiş;3,7 lt;50 lt;Tamamı orjinal;Takasa Uygun Değil;Galeriden
905.000 TL;Audi;A3;A3 Sedan 1.6 TDI Attraction;2013;150.000 km;Yarı Otomatik;Dizel;Sedan;Siyah;1598 cc;105 hp;Önden Çekiş;3,9 lt;50 lt;Belirtilmemiş;Takasa Uygun;Sahibinden
345.000 TL;Audi;A3;A3 Sportback 1.6 Attraction;2003;239.000 km;Otomatik;LPG & Benzin;Hatchback/5;Beyaz;1595 cc;101 hp;Önden Çekiş;8,6 lt;55 lt;3 değişen;Takasa Uygun;Sahibinden
710.000 TL;Audi;A3;A3 Sportback 1.6 Standart;2006;87.000 km;Düz;LPG & Benzin;Hatchback/3;Füme;1595 cc;102 hp;Önden Çekiş;7 lt;55 lt;1 değişen, 1 boyalı;-;Sahibinden
1.105.000 TL;Audi;A3;A3 Sportback 1.6 TDI Dynamic;2017;106.000 km;Otomatik;Dizel;Hatchback/5;Beyaz;1401 - 1600 cm3;101 - 125 HP;-;-;-;Tamamı orjinal;Takasa Uygun;Galeriden
700.000 TL;Audi;A3;A3 Sportback 1.6 TDI Attraction;2011;210.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;105 hp;Önden Çekiş;4,3 lt;55 lt;2 değişen;Takasa Uygun;Galeriden
1.210.000 TL;Audi;A3;A3 Sedan 1.6 TDI Dynamic;2017;69.000 km;Yarı Otomatik;Dizel;Sedan;Gri;1598 cc;116 hp;Önden Çekiş;3,9 lt;50 lt;Tamamı orjinal;Takasa Uygun;Galeriden
1.700.000 TL;Audi;A3;A3 Sedan 35 TFSI S-Line;2021;39.000 km;Yarı Otomatik;Hibrit;Sedan;Siyah;1498 cc;150 hp;Önden Çekiş;4,9 lt;50 lt;Belirtilmemiş;Takasa Uygun;Galeriden
1.190.000 TL;Audi;A3;A3 Sedan 1.6 TDI Design Line;2017;93.000 km;Yarı Otomatik;Dizel;Sedan;Lacivert;1598 cc;110 hp;Önden Çekiş;3,7 lt;50 lt;Tamamı orjinal;Takasa Uygun Değil;Galeriden
1.350.000 TL;Audi;A3;A3 Sedan 1.6 TDI Dynamic;2017;177.000 km;Yarı Otomatik;Dizel;Sedan;Siyah;1598 cc;110 hp;Önden Çekiş;3,7 lt;50 lt;Belirtilmemiş;Takasa Uygun;Galeriden
1.099.750 TL;Audi;A3;A3 Sedan 1.6 TDI Attraction;2015;145.000 km;Yarı Otomatik;Dizel;Sedan;Siyah;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;Belirtilmemiş;Takasa Uygun;Galeriden
815.000 TL;Audi;A3;A3 Sportback 1.2 TFSI Attraction;2011;38.315 km;Yarı Otomatik;Benzin;Hatchback/3;Siyah;1197 cc;105 hp;Önden Çekiş;5,3 lt;55 lt;1 değişen, 3 boyalı;Takasa Uygun Değil;Galeriden
912.900 TL;Audi;A3;A3 Sedan 1.6 TDI Ambition;2014;222.500 km;Yarı Otomatik;Dizel;Sedan;Gri (Gümüş);1598 cc;105 hp;Önden Çekiş;3,9 lt;50 lt;Belirtilmemiş;Takasa Uygun;Galeriden
1.095.000 TL;Audi;A3;A3 Sportback 1.8 T Ambiente;2013;78.500 km;Otomatik;Benzin;Hatchback/3;Beyaz;1395 cc;122 hp;Önden Çekiş;-;-;6 boyalı;Takasa Uygun Değil;Galeriden
995.000 TL;Audi;A3;A3 Sedan 1.6 TDI Dynamic;2016;139.000 km;Yarı Otomatik;Dizel;Sedan;Siyah;1598 cc;110 hp;Önden Çekiş;3,7 lt;50 lt;Belirtilmemiş;Takasa Uygun;Galeriden
1.015.000 TL;Audi;A3;A3 Sportback 1.6 TDI Attraction;2015;140.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;Belirtilmemiş;Takasa Uygun Değil;Sahibinden
937.000 TL;Audi;A3;A3 Sedan 1.6 TDI Attraction;2016;138.000 km;Yarı Otomatik;Dizel;Sedan;Siyah;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;Belirtilmemiş;Takasa Uygun;Galeriden
709.000 TL;Audi;A3;A3 Sportback 1.4 TFSI Ambition;2010;141.000 km;Düz;Benzin;Hatchback/3;Beyaz;1390 cc;125 hp;Önden Çekiş;5,9 lt;55 lt;1 değişen, 2 boyalı;-;Sahibinden
1.150.000 TL;Audi;A3;A3 Sportback 1.6 TDI Dynamic;2017;145.000 km;Otomatik;Dizel;Hatchback/3;Beyaz;-;-;-;-;-;Belirtilmemiş;-;Sahibinden
1.375.000 TL;Audi;A3;A3 Sedan 35 TFSI Dynamic;2020;70.000 km;Otomatik;Benzin;Sedan;Beyaz;1401 - 1600 cm3;151 - 175 HP;Önden Çekiş;-;-;2 boyalı;Takasa Uygun Değil;Sahibinden
680.000 TL;Audi;A3;A3 Sportback 1.6 TDI Ambition;2012;195.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;105 hp;Önden Çekiş;4,3 lt;55 lt;2 değişen, 2 boyalı;-;Sahibinden
1.150.000 TL;Audi;A3;A3 Sedan 1.6 TDI Ambiente;2015;95.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;10 boyalı;Takasa Uygun Değil;Sahibinden
939.000 TL;Audi;A3;A3 Sportback 1.6 TDI Attraction;2014;124.320 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;Tamamı orjinal;Takasa Uygun;Galeriden
1.085.000 TL;Audi;A3;A3 Sportback 1.6 TDI Ambition;2014;136.400 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;Belirtilmemiş;-;Sahibinden
435.000 TL;Audi;A3;A3 Sportback 1.6 Ambiente;2004;308.000 km;Otomatik;LPG & Benzin;Hatchback/3;Siyah;1595 cc;101 hp;Önden Çekiş;8,6 lt;55 lt;4 değişen;-;Sahibinden
1.050.000 TL;Audi;A3;A3 Sedan 1.6 TDI Ambiente;2013;104.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;105 hp;Önden Çekiş;3,9 lt;50 lt;Tamamı orjinal;Takasa Uygun Değil;Sahibinden
1.238.000 TL;Audi;A3;A3 Sportback 1.6 TDI Ambition;2016;85.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;Belirtilmemiş;Takasa Uygun;Galeriden
589.000 TL;Audi;A3;A3 Sportback 1.6 Attraction;2007;296.000 km;Otomatik;LPG & Benzin;Hatchback/5;Siyah;1595 cc;102 hp;Önden Çekiş;7,6 lt;55 lt;8 boyalı;Takasa Uygun;Galeriden
945.000 TL;Audi;A3;A3 Sedan 1.6 TDI Ambiente;2015;138.423 km;Yarı Otomatik;Dizel;Sedan;Siyah;1598 cc;105 hp;Önden Çekiş;3,9 lt;50 lt;4 boyalı;Takasa Uygun Değil;Galeriden
1.439.500 TL;Audi;A3;A3 Sportback 35 TFSI Design;2020;30.000 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;1498 cc;150 hp;Önden Çekiş;5 lt;50 lt;Tamamı orjinal;Takasa Uygun Değil;Galeriden
1.550.000 TL;Audi;A3;A3 Sedan 35 TFSI Advanced;2021;49.000 km;Yarı Otomatik;Benzin;Sedan;Siyah;1498 cc;150 hp;-;Belirtilmemiş;-;-;Takasa Uygun;Galeriden
1.099.950 TL;Audi;A3;A3 Sedan 1.0 TFSI Dynamic;2017;102.000 km;Yarı Otomatik;Benzin;Sedan;Füme;999 cc;116 hp;Önden Çekiş;4,4 lt;50 lt;Belirtilmemiş;Takasa Uygun;Galeriden
1.209.500 TL;Audi;A3;A3 Sedan 1.6 TDI Design Line;2018;154.000 km;Yarı Otomatik;Dizel;Sedan;Mavi (metalik);1598 cc;110 hp;Önden Çekiş;3,7 lt;50 lt;Tamamı orjinal;Takasa Uygun Değil;Galeriden
1.020.000 TL;Audi;A3;A3 Sedan 1.6 TDI Dynamic;2017;77.000 km;Yarı Otomatik;Dizel;Sedan;Siyah;1598 cc;116 hp;Önden Çekiş;3,9 lt;50 lt;Belirtilmemiş;Takasa Uygun Değil;Galeriden
895.000 TL;Audi;A3;A3 Sportback 1.6 TDI Ambition;2013;121.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;105 hp;Önden Çekiş;3,9 lt;50 lt;Belirtilmemiş;Takasa Uygun;Galeriden
1.735.000 TL;Audi;A3;A3 Sedan 30 TFSI S-Line;2021;67.000 km;Yarı Otomatik;Hibrit;Sedan;Beyaz;999 cc;110 hp;Önden Çekiş;4,5 lt;45 lt;Belirtilmemiş;Takasa Uygun;Galeriden
1.049.000 TL;Audi;A3;A3 Sedan 1.6 TDI Dynamic;2016;183.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,7 lt;50 lt;Belirtilmemiş;Takasa Uygun;Galeriden
1.199.750 TL;Audi;A3;A3 Sportback 1.6 TDI Design Line;2017;117.804 km;Yarı Otomatik;Dizel;Hatchback/5;Gri;1598 cc;110 hp;Önden Çekiş;3,8 lt;50 lt;3 boyalı;Takasa Uygun Değil;Yetkili Bayiden
705.000 TL;Audi;A3;A3 Sportback 1.6 Attraction;2012;138.000 km;Düz;LPG & Benzin;Hatchback/3;Beyaz;1595 cc;102 hp;Önden Çekiş;6,8 lt;55 lt;Belirtilmemiş;Takasa Uygun;Galeriden
1.189.900 TL;Audi;A3;A3 Sedan 35 TFSI Dynamic;2020;79.815 km;Yarı Otomatik;Benzin;Sedan;Siyah;1498 cc;150 hp;Önden Çekiş;5,1 lt;50 lt;Tamamı orjinal;Takasa Uygun;Galeriden
1.415.000 TL;Audi;A3;A3 Sportback 35 TFSI Design;2020;28.000 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;1498 cc;150 hp;Önden Çekiş;5 lt;50 lt;Belirtilmemiş;Takasa Uygun Değil;Galeriden
1.285.000 TL;Audi;A3;A3 Sedan 30 TDI Design;2019;130.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;116 hp;Önden Çekiş;3,9 lt;50 lt;Belirtilmemiş;Takasa Uygun;Galeriden
1.355.500 TL;Audi;A3;A3 Sedan 30 TFSI Dynamic;2019;51.750 km;Yarı Otomatik;Benzin;Sedan;Siyah;999 cc;116 hp;Önden Çekiş;4,4 lt;50 lt;Tamamı orjinal;Takasa Uygun Değil;Galeriden
1.299.950 TL;Audi;A3;A3 Sedan 1.6 TDI Design Line;2018;53.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,7 lt;50 lt;Tamamı orjinal;Takasa Uygun;Galeriden
650.000 TL;Audi;A3;A3 Sportback 1.6 TDI Ambition;2011;178.000 km;Yarı Otomatik;Dizel;Hatchback/5;Siyah;1598 cc;105 hp;Önden Çekiş;4,3 lt;55 lt;2 değişen, 1 boyalı;Takasa Uygun Değil;Sahibinden
1.400.000 TL;Audi;A3;A3 Sedan 30 TDI Design;2019;122.000 km;Yarı Otomatik;Dizel;Sedan;Siyah;1598 cc;116 hp;Önden Çekiş;3,9 lt;50 lt;Tamamı orjinal;Takasa Uygun;Galeriden
1.070.000 TL;Audi;A3;A3 Sedan 1.6 TDI Attraction;2016;110.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;Belirtilmemiş;Takasa Uygun;Galeriden
1.419.000 TL;Audi;A3;A3 Sportback 35 TFSI Sport;2020;45.193 km;Yarı Otomatik;Benzin;Hatchback/5;Mavi (metalik);1498 cc;150 hp;Önden Çekiş;5 lt;50 lt;Belirtilmemiş;Takasa Uygun;Galeriden
1.315.000 TL;Audi;A3;A3 Sedan 30 TDI Design;2019;86.130 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;116 hp;Önden Çekiş;3,9 lt;50 lt;3 boyalı;Takasa Uygun;Galeriden
999.750 TL;Audi;A3;A3 Sedan 1.6 TDI Ambition;2015;74.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;1 değişen, 2 boyalı;Takasa Uygun Değil;Sahibinden
1.150.000 TL;Audi;A3;A3 Sportback 1.6 TDI Ambiente;2016;141.000 km;Yarı Otomatik;Dizel;Hatchback/5;Siyah;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;Belirtilmemiş;Takasa Uygun Değil;Sahibinden
1.390.000 TL;Audi;A3;A3 Sedan 35 TFSI Dynamic;2020;22.000 km;Yarı Otomatik;Benzin;Sedan;Siyah;1498 cc;150 hp;Önden Çekiş;5,1 lt;50 lt;Belirtilmemiş;Takasa Uygun;Galeriden
1.350.000 TL;Audi;A3;A3 Sportback 30 TDI Dynamic;2019;45.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;116 hp;Önden Çekiş;4 lt;50 lt;Tamamı orjinal;Takasa Uygun;Galeriden
1.100.000 TL;Audi;A3;A3 Sedan 1.6 TDI S Line;2015;47.520 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;Belirtilmemiş;-;Sahibinden
920.000 TL;Audi;A3;A3 Sedan 1.6 TDI Attraction;2014;218.000 km;Yarı Otomatik;Dizel;Sedan;Siyah;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;Belirtilmemiş;-;Sahibinden
820.000 TL;Audi;A3;A3 Sportback 1.4 TFSI Ambiente;2013;157.000 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;1395 cc;122 hp;Önden Çekiş;5 lt;50 lt;1 değişen, 2 boyalı;Takasa Uygun Değil;Sahibinden
850.000 TL;Audi;A3;A3 Sedan 1.6 TDI Attraction;2014;195.000 km;Yarı Otomatik;Dizel;Sedan;Siyah;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;Belirtilmemiş;-;Sahibinden
628.000 TL;Audi;A3;A3 Sportback 1.6 Attraction;2007;199.000 km;Otomatik;LPG & Benzin;Hatchback/5;Siyah;1595 cc;102 hp;Önden Çekiş;7,6 lt;55 lt;1 değişen, 2 boyalı;-;Sahibinden
990.000 TL;Audi;A3;A3 Sedan 1.6 TDI Attraction;2015;161.000 km;Yarı Otomatik;Dizel;Sedan;Siyah;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;Tamamı orjinal;Takasa Uygun;Galeriden
590.000 TL;Audi;A3;A3 Sportback 1.6 Ambiente;2007;245.000 km;Otomatik;LPG & Benzin;Hatchback/3;Siyah;1595 cc;102 hp;Önden Çekiş;7,6 lt;55 lt;Tamamı orjinal;Takasa Uygun Değil;Galeriden
1.199.750 TL;Audi;A3;A3 Sedan 35 TFSI Dynamic;2020;82.200 km;Yarı Otomatik;Benzin;Sedan;Beyaz;1498 cc;150 hp;Önden Çekiş;5,1 lt;50 lt;1 değişen;Takasa Uygun;Galeriden
1.500.000 TL;Audi;A3;A3 Sportback 35 TFSI Sport;2020;36.000 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;1498 cc;150 hp;Önden Çekiş;5 lt;50 lt;Tamamı orjinal;Takasa Uygun;Galeriden
994.750 TL;Audi;A3;A3 Sportback 1.0 TFSI Dynamic;2016;157.000 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;999 cc;116 hp;Önden Çekiş;4,5 lt;50 lt;Belirtilmemiş;Takasa Uygun;Galeriden
1.179.000 TL;Audi;A3;A3 Sedan 35 TFSI Dynamic;2020;65.000 km;Yarı Otomatik;Benzin;Sedan;Füme;1498 cc;150 hp;Önden Çekiş;5,1 lt;50 lt;3 boyalı;Takasa Uygun Değil;Galeriden
1.110.000 TL;Audi;A3;A3 Sedan 1.6 TDI Attraction;2015;97.000 km;Yarı Otomatik;Dizel;Sedan;Siyah;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;Belirtilmemiş;Takasa Uygun Değil;Galeriden
665.000 TL;Audi;A3;A3 Sportback 1.6 TDI Standart;2012;262.000 km;Otomatik;Dizel;Hatchback/5;Siyah;1401 - 1600 cm3;101 - 125 HP;-;-;-;2 değişen;Takasa Uygun;Galeriden
1.125.000 TL;Audi;A3;A3 Sedan 1.6 TDI Attraction;2016;64.363 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;105 hp;Önden Çekiş;3,9 lt;50 lt;1 boyalı;Takasa Uygun;Galeriden
960.000 TL;Audi;A3;A3 Sedan 1.6 TDI Ambiente;2015;203.254 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;105 hp;Önden Çekiş;3,9 lt;50 lt;Belirtilmemiş;Takasa Uygun;Yetkili Bayiden
1.500.000 TL;Audi;A3;A3 Sedan 35 TFSI S-Line;2020;26.321 km;Yarı Otomatik;Benzin;Sedan;Beyaz;1498 cc;150 hp;Önden Çekiş;4,9 lt;50 lt;Tamamı orjinal;Takasa Uygun Değil;Galeriden
969.000 TL;Audi;A3;A3 Sportback 1.6 TDI Ambiente;2015;116.000 km;Yarı Otomatik;Dizel;Hatchback/5;Siyah;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;Belirtilmemiş;Takasa Uygun Değil;Galeriden
667.000 TL;Audi;A3;A3 Sportback 1.6 TDI Attraction;2012;275.000 km;Yarı Otomatik;Dizel;Hatchback/5;Siyah;1598 cc;105 hp;Önden Çekiş;4,3 lt;55 lt;4 boyalı;Takasa Uygun;Sahibinden
430.000 TL;Audi;A3;A3 Sportback 1.6 Attraction;2002;272.980 km;Düz;LPG & Benzin;Hatchback/5;Lacivert;1595 cc;102 hp;Önden Çekiş;6,8 lt;55 lt;4 boyalı;Takasa Uygun;Sahibinden
725.000 TL;Audi;A3;A3 Sportback 1.2 TFSI Attraction;2012;73.000 km;Düz;Benzin;Hatchback/5;Siyah;1197 cc;105 hp;Önden Çekiş;5,5 lt;55 lt;Belirtilmemiş;Takasa Uygun;Sahibinden
1.270.000 TL;Audi;A3;A3 Sportback 1.6 TDI Dynamic;2018;75.000 km;Düz;Dizel;Hatchback/5;Beyaz;1598 cc;116 hp;Önden Çekiş;4 lt;50 lt;Tamamı orjinal;-;Sahibinden
940.000 TL;Audi;A3;A3 Sedan 1.6 TDI Dynamic;2016;149.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,7 lt;50 lt;Belirtilmemiş;-;Sahibinden
899.500 TL;Audi;A3;A3 Sedan 1.6 TDI Attraction;2015;274.000 km;Yarı Otomatik;Dizel;Sedan;Siyah;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;Belirtilmemiş;Takasa Uygun;Galeriden
1.045.000 TL;Audi;A3;A3 Sedan 1.6 TDI Attraction;2016;195.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;Belirtilmemiş;Takasa Uygun Değil;Galeriden
590.000 TL;Audi;A3;A3 Sportback 1.4 TFSI Ambition;2008;288.000 km;Düz;Benzin;Hatchback/3;-;1390 cc;125 hp;Önden Çekiş;5,9 lt;55 lt;1 değişen, 10 boyalı;Takasa Uygun;Sahibinden
1.100.000 TL;Audi;A3;A3 Sportback 1.6 TDI Attraction;2014;53.000 km;Yarı Otomatik;Dizel;Hatchback/3;Bej;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun Değil;Sahibinden
845.000 TL;Audi;A3;A3 Sportback 1.6 TDI Ambition;2012;145.000 km;Yarı Otomatik;Dizel;Hatchback/3;Beyaz;1598 cc;105 hp;Önden Çekiş;3,8 lt;50 lt;-;-;Sahibinden
1.150.000 TL;Audi;A3;A3 Sedan 1.6 TDI Design Line;2018;153.000 km;Yarı Otomatik;Dizel;Sedan;Siyah;1401 - 1600 cm3;101 - 125 HP;Önden Çekiş;-;-;Tamamı orjinal;Takasa Uygun;Galeriden
765.000 TL;Audi;A3;A3 Sportback 1.4 TFSI Ambition;2011;140.000 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;1390 cc;125 hp;Önden Çekiş;5,8 lt;55 lt;-;Takasa Uygun Değil;Sahibinden
1.175.000 TL;Audi;A3;A3 Sedan 1.6 TDI Dynamic;2017;132.000 km;Yarı Otomatik;Dizel;Sedan;Füme;1598 cc;116 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun Değil;Galeriden
1.169.900 TL;Audi;A3;A3 Sedan 35 TFSI Dynamic;2020;75.569 km;Yarı Otomatik;Benzin;Sedan;Siyah;1498 cc;150 hp;Önden Çekiş;5,1 lt;50 lt;-;Takasa Uygun;Galeriden
800.000 TL;Audi;A3;A3 Sportback 1.4 TFSI Ambition;2010;150.000 km;Yarı Otomatik;Benzin;Hatchback/5;Füme;1390 cc;125 hp;Önden Çekiş;5,8 lt;55 lt;-;Takasa Uygun;Galeriden
920.000 TL;Audi;A3;A3 Sedan 1.4 TFSI Attraction;2013;170.000 km;Yarı Otomatik;Benzin;Sedan;Beyaz;1395 cc;140 hp;Önden Çekiş;4,7 lt;50 lt;-;Takasa Uygun Değil;Galeriden
1.070.000 TL;Audi;A3;A3 Sportback 1.6 TDI Sport Line;2015;157.500 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;110 hp;Önden Çekiş;3,8 lt;50 lt;-;-;Sahibinden
1.140.000 TL;Audi;A3;A3 Sedan 1.6 TDI Ambition;2015;177.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;-;Sahibinden
695.000 TL;Audi;A3;A3 Sportback 1.6 Attraction;2011;175.000 km;Yarı Otomatik;LPG & Benzin;Hatchback/3;Beyaz;1595 cc;102 hp;Önden Çekiş;6,7 lt;55 lt;-;-;Sahibinden
419.000 TL;Audi;A3;A3 Sportback 1.6 Ambiente;2002;218.000 km;Otomatik;LPG & Benzin;Hatchback/5;Lacivert;1595 cc;102 hp;Önden Çekiş;8 lt;55 lt;-;Takasa Uygun Değil;Sahibinden
1.115.000 TL;Audi;A3;A3 Sedan 1.6 TDI Ambiente;2014;89.900 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun Değil;Sahibinden
1.199.000 TL;Audi;A3;A3 Sportback 1.6 TDI Standart;2013;198.000 km;Yarı Otomatik;Dizel;Hatchback/5;Kırmızı;1401 - 1600 cm3;101 - 125 HP;Önden Çekiş;-;-;Tamamı orjinal;Takasa Uygun;Galeriden
833.750 TL;Audi;A3;A3 Sportback 1.4 TFSI Ambition;2012;98.909 km;Yarı Otomatik;Benzin;Hatchback/5;Siyah;1390 cc;125 hp;Önden Çekiş;5,8 lt;55 lt;-;Takasa Uygun Değil;Yetkili Bayiden
999.750 TL;Audi;A3;A3 Sportback 1.6 TDI Ambiente;2015;157.000 km;Yarı Otomatik;Dizel;Hatchback/5;Siyah;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun Değil;Galeriden
1.060.000 TL;Audi;A3;A3 Sedan 1.6 TDI Attraction;2016;215.000 km;Yarı Otomatik;Dizel;Sedan;-;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;8 boyalı;-;Sahibinden
635.000 TL;Audi;A3;A3 Sportback 1.4 TFSI Attraction;2010;220.000 km;Düz;Benzin;Hatchback/5;Siyah;1390 cc;125 hp;Önden Çekiş;6 lt;55 lt;-;Takasa Uygun Değil;Sahibinden
1.238.000 TL;Audi;A3;A3 Sedan 1.0 TFSI Dynamic;2016;190.000 km;Yarı Otomatik;Benzin;Sedan;Beyaz;999 cc;116 hp;Önden Çekiş;4,4 lt;50 lt;-;Takasa Uygun Değil;Sahibinden
990.000 TL;Audi;A3;A3 Sedan 1.6 TDI Attraction;2015;109.555 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;-;Sahibinden
915.000 TL;Audi;A3;A3 Sportback 1.4 TFSI Attraction;2010;186.000 km;Yarı Otomatik;Benzin;Hatchback/5;Füme;1390 cc;125 hp;Önden Çekiş;5,8 lt;55 lt;-;Takasa Uygun;Sahibinden
380.000 TL;Audi;A3;A3 Sportback 1.6 FSI;2006;284.000 km;Düz;LPG & Benzin;Hatchback/5;Siyah;1595 cc;115 hp;Önden Çekiş;6,5 lt;55 lt;-;-;Sahibinden
900.000 TL;Audi;A3;A3 Sportback 1.4 TFSI Ambition;2012;200.000 km;Yarı Otomatik;Benzin;Hatchback/3;Mavi (metalik);1395 cc;122 hp;Önden Çekiş;4,9 lt;50 lt;-;-;Sahibinden
1.210.000 TL;Audi;A3;A3 Sedan 1.6 TDI Design Line;2018;99.300 km;Yarı Otomatik;Dizel;Sedan;Füme;1598 cc;110 hp;Önden Çekiş;3,7 lt;50 lt;-;Takasa Uygun Değil;Sahibinden
1.310.000 TL;Audi;A3;A3 Sedan 35 TFSI Dynamic;2020;49.000 km;Yarı Otomatik;Benzin;Sedan;Siyah;1498 cc;150 hp;Önden Çekiş;5,1 lt;50 lt;-;Takasa Uygun;Galeriden
1.050.000 TL;Audi;A3;A3 Sedan 1.6 TDI Attraction;2015;165.000 km;Yarı Otomatik;Dizel;Sedan;Siyah;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun;Galeriden
1.175.000 TL;Audi;A3;A3 Sedan 1.6 TDI Ambiente;2013;230.000 km;Yarı Otomatik;Dizel;Sedan;Siyah;1598 cc;105 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun Değil;Galeriden
